Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel Type,Emission standard,Engine specs,Power,Power per litre,Torque,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Fuel tank capacity,Dimensions,Length,Width,Height,Front track,Rear (Back) track,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (manual transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Tires size,Wheel rims size,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Kerb Weight,Max. weight,Max load,Trunk (boot) space - minimum,Wheelbase,Minimum turning circle (turning diameter),Assisting systems,Power steering,Engine location,Fuel consumption (economy) - combined,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Electric cars and hybrids specs,Gross battery capacity,Electric motor 1,Electric motor power,Electric motor Torque,System power,System torque,Internal combustion engine specs,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Valvetrain,Engine systems,Number of Gears (automatic transmission),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Acceleration 0 - 60 mph,Trunk (boot) space - maximum,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Width with mirrors folded,Front overhang,Rear overhang,Ride height (ground clearance),Drag coefficient (Cd),Approach angle,Departure angle,Ramp angle,Wading depth,Steering type,AdBlue tank,All-electric range (WLTP),Engine oil capacity,Oil viscosity,Coolant,Max. roof load,Permitted towbar download,Width including mirrors,Climb angle,Max speed (electric),All-electric range,Electric motor 2,Average Energy consumption (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Maximum engine speed,All-electric range (NEDC),Average Energy consumption (NEDC)
Jaguar,E-Pace,E-Pace,2.0 P200 (200 Hp) AWD Automatic,2018 year,"October, 2020 year",Internal Combustion engine,SUV,5,5,Performance specs,,,Petrol (Gasoline),Euro 5,Engine specs,200 Hp @ 5500 rpm.,100.1 Hp/l,340 Nm @ 1250 rpm.  250.77 lb.-ft. @ 1250 rpm.,,1998 cm3 121.93 cu. in.,4,4,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",68.5 l  18.1 US gal | 15.07 UK gal,Dimensions,4395 mm  173.03 in.,1984 mm  78.11 in.,1649 mm  64.92 in.,1625-1635 mm  63.98 - 64.37 in.,1624-1634 mm  63.94 - 64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,225/65 R17; 235/65 R17; 235/60 R18; 235/55 R19; 245/45 R20; 245/45 R21,7.0J x 17; 8.0J x 18; 8.0J x 19; 8.0J x 20; 8.0J x 21,216 km/h  134.22 mph,"8.8 kg/Hp, 113.8 Hp/tonne","5.2 kg/Nm, 193.5 Nm/tonne",1757 kg  3873.52 lbs.,,,1234 l  43.58 cu. ft.,2681 mm  105.55 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",8.2 l/100 km  28.68 US mpg34.45 UK mpg12.2 km/l,186 g/km,8.2 sec,8.2 sec,7.8 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,10.5,DOHC,,9,,,,2577 l  91.01 cu. ft.,,,,,,204 mm  8.03 in.,0.34,22.8°,29.4°,21.4°,500 mm  19.69 in.,Steering rack and pinion,,,7 l  7.4 US qt | 6.16 UK qt,Log in to see.,11.2 l  11.83 US qt | 9.85 UK qt,75 kg  165.35 lbs.,,2088 mm  82.2 in.,45°,,,,,,,,,,,
Jaguar,E-Pace,E-Pace,2.0 D240 (240 Hp) AWD Automatic,2018 year,"October, 2020 year",Internal Combustion engine,SUV,5,5,Performance specs,7.2 l/100 km  32.67 US mpg39.23 UK mpg13.89 km/l,5.5 l/100 km  42.77 US mpg51.36 UK mpg18.18 km/l,Diesel,Euro 6,Engine specs,240 Hp @ 4000 rpm.,120.1 Hp/l,500 Nm @ 1500 rpm.  368.78 lb.-ft. @ 1500 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",55.7 l  14.71 US gal | 12.25 UK gal,Dimensions,4395 mm  173.03 in.,1984 mm  78.11 in.,1649 mm  64.92 in.,1625-1635 mm  63.98 - 64.37 in.,1624-1634 mm  63.94 - 64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,225/65 R17; 235/65 R17; 235/60 R18; 235/55 R19; 245/45 R20; 245/45 R21,7.0J x 17; 8.0J x 18; 8.0J x 19; 8.0J x 20; 8.0J x 21,224 km/h  139.19 mph,"8 kg/Hp, 124.6 Hp/tonne","3.9 kg/Nm, 259.6 Nm/tonne",1926 kg  4246.1 lbs.,2420 kg  5335.19 lbs.,494 kg  1089.08 lbs.,1234 l  43.58 cu. ft.,2681 mm  105.55 in.,11.46 m  37.6 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,162 g/km,7.4 sec,7.4 sec,7 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,15.34,DOHC,Particulate filter,9,,,,2577 l  91.01 cu. ft.,1800 kg  3968.32 lbs.,750 kg  1653.47 lbs.,,,,204 mm  8.03 in.,0.34,22.8°,29.4°,21.1°,500 mm  19.69 in.,Steering rack and pinion,16 l  4.23 US gal | 3.52 UK gal,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,11.2 l  11.83 US qt | 9.85 UK qt,75 kg  165.35 lbs.,100 kg  220.46 lbs.,2088 mm  82.2 in.,45°,,,,,,,,,,,
Jaguar,E-Pace,E-Pace,2.0 D180 (180 Hp) AWD Automatic,2018 year,"October, 2020 year",Internal Combustion engine,SUV,5,5,Performance specs,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,Diesel,Euro 6,Engine specs,180 Hp @ 4000 rpm.,90 Hp/l,430 Nm @ 1750 rpm.  317.15 lb.-ft. @ 1750 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",55.7 l  14.71 US gal | 12.25 UK gal,Dimensions,4395 mm  173.03 in.,1984 mm  78.11 in.,1649 mm  64.92 in.,1625-1635 mm  63.98 - 64.37 in.,1624-1634 mm  63.94 - 64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,225/65 R17; 235/65 R17; 235/60 R18; 235/55 R19; 245/45 R20; 245/45 R21,7.0J x 17; 8.0J x 18; 8.0J x 19; 8.0J x 20; 8.0J x 21,205 km/h  127.38 mph,"10.2 kg/Hp, 97.7 Hp/tonne","4.3 kg/Nm, 233.3 Nm/tonne",1843 kg  4063.12 lbs.,2400 kg  5291.09 lbs.,557 kg  1227.97 lbs.,1234 l  43.58 cu. ft.,2681 mm  105.55 in.,11.46 m  37.6 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.6 l/100 km  42 US mpg50.44 UK mpg17.86 km/l,147 g/km,9.3 sec,9.3 sec,8.8 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,15.5,DOHC,Particulate filter,9,,,,2577 l  91.01 cu. ft.,1800 kg  3968.32 lbs.,750 kg  1653.47 lbs.,,,,204 mm  8.03 in.,0.32,22.8°,29.4°,21.1°,500 mm  19.69 in.,Steering rack and pinion,16 l  4.23 US gal | 3.52 UK gal,,6.52-7.02 l  6.89 - 7.42 US qt | 5.74 - 6.18 UK qt,Log in to see.,11.2 l  11.83 US qt | 9.85 UK qt,75 kg  165.35 lbs.,100 kg  220.46 lbs.,2088 mm  82.2 in.,45°,,,,,,,,,,,
Jaguar,E-Pace,E-Pace,2.0 D180 (180 Hp) AWD,2018 year,"October, 2020 year",Internal Combustion engine,SUV,5,5,Performance specs,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,4.8 l/100 km  49 US mpg58.85 UK mpg20.83 km/l,Diesel,Euro 6,Engine specs,180 Hp @ 4000 rpm.,90 Hp/l,430 Nm @ 1750 rpm.  317.15 lb.-ft. @ 1750 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",55.7 l  14.71 US gal | 12.25 UK gal,Dimensions,4395 mm  173.03 in.,1984 mm  78.11 in.,1649 mm  64.92 in.,1625-1635 mm  63.98 - 64.37 in.,1624-1634 mm  63.94 - 64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),6,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,225/65 R17; 235/65 R17; 235/60 R18; 235/55 R19; 245/45 R20; 245/45 R21,7.0J x 17; 8.0J x 18; 8.0J x 19; 8.0J x 20; 8.0J x 21,207 km/h  128.62 mph,"10.2 kg/Hp, 98.3 Hp/tonne","4.3 kg/Nm, 234.8 Nm/tonne",1831 kg  4036.66 lbs.,2400 kg  5291.09 lbs.,569 kg  1254.43 lbs.,1234 l  43.58 cu. ft.,2681 mm  105.55 in.,11.46 m  37.6 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,137 g/km,9.9 sec,9.9 sec,9.4 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,15.5,DOHC,Particulate filter,,,,,2577 l  91.01 cu. ft.,1800 kg  3968.32 lbs.,750 kg  1653.47 lbs.,,,,204 mm  8.03 in.,0.32,22.8°,29.4°,21.1°,500 mm  19.69 in.,Steering rack and pinion,16 l  4.23 US gal | 3.52 UK gal,,6.52-7.02 l  6.89 - 7.42 US qt | 5.74 - 6.18 UK qt,Log in to see.,11.2 l  11.83 US qt | 9.85 UK qt,75 kg  165.35 lbs.,100 kg  220.46 lbs.,2088 mm  82.2 in.,45°,,,,,,,,,,,
Jaguar,E-Pace,E-Pace,2.0 D150 (150 Hp) AWD Automatic,2018 year,"October, 2020 year",Internal Combustion engine,SUV,5,5,Performance specs,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,Diesel,Euro 6,Engine specs,150 Hp @ 3500 rpm.,75 Hp/l,380 Nm @ 1750 rpm.  280.27 lb.-ft. @ 1750 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",55.7 l  14.71 US gal | 12.25 UK gal,Dimensions,4395 mm  173.03 in.,1984 mm  78.11 in.,1649 mm  64.92 in.,1625-1635 mm  63.98 - 64.37 in.,1624-1634 mm  63.94 - 64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,225/65 R17; 235/65 R17; 235/60 R18; 235/55 R19; 245/45 R20; 245/45 R21,7.0J x 17; 8.0J x 18; 8.0J x 19; 8.0J x 20; 8.0J x 21,193 km/h  119.92 mph,"12.3 kg/Hp, 81.4 Hp/tonne","4.9 kg/Nm, 206.2 Nm/tonne",1843 kg  4063.12 lbs.,2400 kg  5291.09 lbs.,557 kg  1227.97 lbs.,1234 l  43.58 cu. ft.,2681 mm  105.55 in.,11.46 m  37.6 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.6 l/100 km  42 US mpg50.44 UK mpg17.86 km/l,147 g/km,10.5 sec,10.5 sec,10 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,15.5,DOHC,Particulate filter,9,,,,2577 l  91.01 cu. ft.,1800 kg  3968.32 lbs.,750 kg  1653.47 lbs.,,,,204 mm  8.03 in.,0.32,22.8°,29.4°,21.1°,500 mm  19.69 in.,Steering rack and pinion,16 l  4.23 US gal | 3.52 UK gal,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,11.2 l  11.83 US qt | 9.85 UK qt,75 kg  165.35 lbs.,100 kg  220.46 lbs.,2088 mm  82.2 in.,45°,,,,,,,,,,,
Jaguar,E-Pace,E-Pace,2.0 D150 (150 Hp) AWD,2018 year,"October, 2020 year",Internal Combustion engine,SUV,5,5,Performance specs,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,4.8 l/100 km  49 US mpg58.85 UK mpg20.83 km/l,Diesel,Euro 6,Engine specs,150 Hp @ 3500 rpm.,75 Hp/l,380 Nm @ 1750 rpm.  280.27 lb.-ft. @ 1750 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",55.7 l  14.71 US gal | 12.25 UK gal,Dimensions,4395 mm  173.03 in.,1984 mm  78.11 in.,1649 mm  64.92 in.,1625-1635 mm  63.98 - 64.37 in.,1624-1634 mm  63.94 - 64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),6,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,225/65 R17; 235/65 R17; 235/60 R18; 235/55 R19; 245/45 R20; 245/45 R21,7.0J x 17; 8.0J x 18; 8.0J x 19; 8.0J x 20; 8.0J x 21,194 km/h  120.55 mph,"12.2 kg/Hp, 81.9 Hp/tonne","4.8 kg/Nm, 207.5 Nm/tonne",1831 kg  4036.66 lbs.,2400 kg  5291.09 lbs.,569 kg  1254.43 lbs.,1234 l  43.58 cu. ft.,2681 mm  105.55 in.,11.46 m  37.6 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,137 g/km,10.7 sec,10.7 sec,10.2 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,15.5,DOHC,Particulate filter,,,,,2577 l  91.01 cu. ft.,1800 kg  3968.32 lbs.,750 kg  1653.47 lbs.,,,,204 mm  8.03 in.,0.32,22.8°,29.4°,21.1°,500 mm  19.69 in.,Steering rack and pinion,16 l  4.23 US gal | 3.52 UK gal,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,11.2 l  11.83 US qt | 9.85 UK qt,75 kg  165.35 lbs.,100 kg  220.46 lbs.,2088 mm  82.2 in.,45°,,,,,,,,,,,
Jaguar,E-Pace,E-Pace,2.0 D150 (150 Hp),2018 year,"October, 2020 year",Internal Combustion engine,SUV,5,5,Performance specs,5.6-5.8 l/100 km  42 - 40.55 US mpg50.44 - 48.7 UK mpg17.86 - 17.24 km/l,4.2-4.4 l/100 km  56 - 53.46 US mpg67.26 - 64.2 UK mpg23.81 - 22.73 km/l,Diesel,Euro 6,Engine specs,150 Hp @ 3500 rpm.,75 Hp/l,380 Nm @ 1750 rpm.  280.27 lb.-ft. @ 1750 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",55.7 l  14.71 US gal | 12.25 UK gal,Dimensions,4395 mm  173.03 in.,1984 mm  78.11 in.,1649 mm  64.92 in.,1625-1635 mm  63.98 - 64.37 in.,1624-1634 mm  63.94 - 64.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,225/65 R17; 235/65 R17; 235/60 R18; 235/55 R19; 245/45 R20; 245/45 R21,7.0J x 17; 8.0J x 18; 8.0J x 19; 8.0J x 20; 8.0J x 21,199 km/h  123.65 mph,"11.8 kg/Hp, 84.5 Hp/tonne","4.7 kg/Nm, 214.1 Nm/tonne",1775 kg  3913.21 lbs.,2320 kg  5114.72 lbs.,545 kg  1201.52 lbs.,1234 l  43.58 cu. ft.,2681 mm  105.55 in.,11.46 m  37.6 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",4.7-4.9 l/100 km  50.05 - 48 US mpg60.1 - 57.65 UK mpg21.28 - 20.41 km/l,124-129 g/km,10.1 sec,10.1 sec,9.6 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,15.5,DOHC,Particulate filter,,,,,2577 l  91.01 cu. ft.,1600 kg  3527.4 lbs.,750 kg  1653.47 lbs.,,,,204 mm  8.03 in.,0.32,22.8°,29.4°,21.1°,500 mm  19.69 in.,Steering rack and pinion,16 l  4.23 US gal | 3.52 UK gal,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,11.2 l  11.83 US qt | 9.85 UK qt,75 kg  165.35 lbs.,100 kg  220.46 lbs.,2088 mm  82.2 in.,45°,,,,,,,,,,,
Jaguar,E-type,E-Type,4.2 (Series2) (269 Hp),1968 year,1971 year,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,269 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-Type,4.2 (Series 1) (265 Hp),1964 year,1968 year,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,265 Hp @ 5400 rpm.,62.6 Hp/l,384 Nm @ 4000 rpm.  283.22 lb.-ft. @ 4000 rpm.,,4235 cm3 258.44 cu. in.,6,4,Carburettor,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",64 l  16.91 US gal | 14.08 UK gal,Dimensions,4451 mm  175.24 in.,1657 mm  65.24 in.,1219 mm  47.99 in.,1270 mm  50 in.,1270 mm  50 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,4,"Double wishbone, Transverse stabilizer",Multi-link independent,Disc,Disc,,Front wheel rims: 15Rear wheel rims: 15,240 km/h  149.13 mph,"4.3 kg/Hp, 231.8 Hp/tonne","3 kg/Nm, 336 Nm/tonne",1143 kg  2519.88 lbs.,,,220 l  7.77 cu. ft.,2438 mm  95.98 in.,11.3 m  37.07 ft.,,,"Front, Longitudinal",,,7.3 sec,7.3 sec,6.9 sec,,,,,,,,,Inline,92.2 mm  3.63 in.,105.92 mm  4.17 in.,9,DOHC,,,,,,,,,,,,133 mm  5.24 in.,,,,,,Steering rack and pinion,,,8.5 l  8.98 US qt | 7.48 UK qt,Log in to see.,18.2 l  19.23 US qt | 16.01 UK qt,,,,,,,,,,,,,,,
Jaguar,E-type,E-Type,4.2 (Series3) (173 Hp),1971 year,1975 year,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,173 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-Type,3.8 (Series1) (265 Hp),1961 year,1964 year,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,265 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-type 2+2,V12 5.3 (Series3) (276 Hp),1971 year,1975 year,Internal Combustion engine,Coupe,4,2,Performance specs,,,Petrol (Gasoline),,Engine specs,276 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-type 2+2,4.2 (Series 1) (265 Hp),1966 year,1968 year,Internal Combustion engine,Coupe,4,2,Performance specs,,,Petrol (Gasoline),,Engine specs,265 Hp @ 5400 rpm.,62.6 Hp/l,384 Nm @ 4000 rpm.  283.22 lb.-ft. @ 4000 rpm.,XK6,4235 cm3 258.44 cu. in.,6,4,Mono-point injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",64 l  16.91 US gal | 14.08 UK gal,Dimensions,4680 mm  184.25 in.,1680 mm  66.14 in.,1270 mm  50 in.,1280 mm  50.39 in.,1280 mm  50.39 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,"Double wishbone, Wishbone, Transverse stabilizer","Transverse stabilizer, Independent multi-link",Disc,Disc,,15,240 km/h  149.13 mph,"4.3 kg/Hp, 231.8 Hp/tonne","3 kg/Nm, 336 Nm/tonne",1143 kg  2519.88 lbs.,,,220 l  7.77 cu. ft.,2670 mm  105.12 in.,12.5 m  41.01 ft.,,,"Front, Longitudinal",,,7.3 sec,7.3 sec,6.9 sec,,,,,,,,,Inline,92.07 mm  3.62 in.,106 mm  4.17 in.,9,DOHC,,,,,,,,,,,,140 mm  5.51 in.,,21°,21°,,,Steering rack and pinion,,,8.5 l  8.98 US qt | 7.48 UK qt,Log in to see.,18.2 l  19.23 US qt | 16.01 UK qt,,,,,,,,,,,,,,,
Jaguar,E-type,E-type 2+2,4.2 (Series3) (173 Hp),1971 year,1975 year,Internal Combustion engine,Coupe,4,2,Performance specs,,,Petrol (Gasoline),,Engine specs,173 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-type 2+2,4.2 (Series2) (173 Hp),1968 year,1971 year,Internal Combustion engine,Coupe,4,2,Performance specs,,,Petrol (Gasoline),,Engine specs,173 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-type Convertible,V12 5.3 (Series3) (276 Hp),1971 year,1975 year,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,276 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-type Convertible,4.2 (Series2) (269 Hp),1968 year,1971 year,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,269 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-type Convertible,4.2 (Series 1) (265 Hp),1964 year,1968 year,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,265 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-type Convertible,4.2 (Series3) (173 Hp),1971 year,1975 year,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,173 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,E-type,E-type Convertible,3.8 (Series1) (265 Hp),1961 year,1964 year,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,265 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
