Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,CO2 emissions,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Tires size,Wheel rims size,End of production,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum speed,Emission standard,Number of valves per cylinder,Valvetrain,Trunk (boot) space - minimum,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Number of Gears (automatic transmission),Steering type,Engine Model/Code,Cylinder Bore,Piston Stroke,Compression ratio,Engine oil capacity,Oil viscosity,Coolant,Max. weight,Max load,Trunk (boot) space - maximum,Minimum turning circle (turning diameter),Power steering,Number of Gears (manual transmission),Maximum engine speed,Ride height (ground clearance),Drag coefficient (Cd),Electric cars and hybrids specs,Battery voltage,Battery technology,Electric motor 1,Electric motor power,Electric motor Torque,System power,Internal combustion engine specs,Permitted trailer load with brakes (12%),Gross battery capacity,Electric motor 2,Engine systems,Permitted trailer load without brakes,Width including mirrors,System torque,Acceleration 0 - 60 mph,Width with mirrors folded,Front overhang,Rear overhang,Approach angle,Departure angle,Ramp angle,Permitted towbar download,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),Acceleration 0 - 200 km/h,All-electric range,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Max. roof load
Infiniti,FX,FX I,35 V6 24V (283 Hp),2003 year,Internal Combustion engine,Crossover,5,5,Performance specs,13.9 l/100 km  16.92 US mpg20.32 UK mpg7.19 km/l,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,,,Petrol (Gasoline),"6.7 kg/Hp, 149.7 Hp/tonne","5.2 kg/Nm, 193.7 Nm/tonne",Engine specs,283 Hp @ 6200 rpm.,80.9 Hp/l,366 Nm @ 4800 rpm.  269.95 lb.-ft. @ 4800 rpm.,"Front, Longitudinal",3498 cm3 213.46 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1890 kg  4166.74 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Disc,Disc,ABS (Anti-lock braking system),265/60 R18,,2006 year,7.1 sec,7.1 sec,6.7 sec,221 km/h  137.32 mph,,4,,776 l  27.4 cu. ft.,90 l  23.78 US gal | 19.8 UK gal,Dimensions,4803 mm  189.09 in.,1925 mm  75.79 in.,1651 mm  65 in.,2850 mm  112.2 in.,1593 mm  62.72 in.,1640 mm  64.57 in.,5,,,95.5 mm  3.76 in.,81.4 mm  3.2 in.,10.3,,,,2342 kg  5163.23 lbs.,452 kg  996.49 lbs.,1826 l  64.48 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G20,G20,2.0 i (140 Hp) Automatic,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,,Petrol (Gasoline),"9.3 kg/Hp, 107.2 Hp/tonne","7.3 kg/Nm, 137.8 Nm/tonne",Engine specs,140 Hp @ 6400 rpm.,70.1 Hp/l,180 Nm @ 6400 rpm.  132.76 lb.-ft. @ 6400 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1306 kg  2879.24 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),195/65 R14 H,14,1997 year,,,,209 km/h  129.87 mph,,4,DOHC,470 l  16.6 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4450 mm  175.2 in.,1700 mm  66.93 in.,1395 mm  54.92 in.,2550 mm  100.39 in.,1470 mm  57.87 in.,1460 mm  57.48 in.,4,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10,,,,,,,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G20,G20,2.0 i (140 Hp),1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,,Petrol (Gasoline),"9.3 kg/Hp, 107.2 Hp/tonne","7.3 kg/Nm, 137.8 Nm/tonne",Engine specs,140 Hp @ 6400 rpm.,70.1 Hp/l,180 Nm @ 6400 rpm.  132.76 lb.-ft. @ 6400 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1306 kg  2879.24 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),195/65 R14 H,,1997 year,,,,209 km/h  129.87 mph,,4,DOHC,470 l  16.6 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4450 mm  175.2 in.,1700 mm  66.93 in.,1395 mm  54.92 in.,2550 mm  100.39 in.,1470 mm  57.87 in.,1460 mm  57.48 in.,,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10,,,,,,,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G20,G20,2.0 16V (145 Hp) Automatic,1992 year,Internal Combustion engine,Sedan,5,4,Performance specs,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,,,Petrol (Gasoline),"9.1 kg/Hp, 109.4 Hp/tonne","7.2 kg/Nm, 139.6 Nm/tonne",Engine specs,145 Hp @ 6000 rpm.,72.6 Hp/l,185 Nm @ 4800 rpm.  136.45 lb.-ft. @ 4800 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1325 kg  2921.12 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),185/65 R15,15,2000 year,9.5 sec,9.5 sec,9 sec,210 km/h  130.49 mph,,4,DOHC,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4510 mm  177.56 in.,1695 mm  66.73 in.,1400 mm  55.12 in.,2600 mm  102.36 in.,1415 mm  55.71 in.,1455 mm  57.28 in.,4,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,9.5,,,,,,,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G20,G20,2.0 16V (145 Hp),1992 year,Internal Combustion engine,Sedan,5,4,Performance specs,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,,,Petrol (Gasoline),"9.1 kg/Hp, 109.4 Hp/tonne","7.2 kg/Nm, 139.6 Nm/tonne",Engine specs,145 Hp @ 6000 rpm.,72.6 Hp/l,185 Nm @ 4800 rpm.  136.45 lb.-ft. @ 4800 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1325 kg  2921.12 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),185/65 R15,,2000 year,9.5 sec,9.5 sec,9 sec,210 km/h  130.49 mph,,4,DOHC,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4510 mm  177.56 in.,1695 mm  66.73 in.,1400 mm  55.12 in.,2600 mm  102.36 in.,1415 mm  55.71 in.,1455 mm  57.28 in.,,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,9.5,,,,,,,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G35,G35 Sport Sedan,3.5i V6 AWD (315 Hp),2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,17.5 l/100 km  13.44 US mpg16.14 UK mpg5.71 km/l,10.3 l/100 km  22.84 US mpg27.43 UK mpg9.71 km/l,13 l/100 km  18.09 US mpg21.73 UK mpg7.69 km/l,,Petrol (Gasoline),"5.5 kg/Hp, 183.1 Hp/tonne","4.8 kg/Nm, 208.1 Nm/tonne",Engine specs,315 Hp @ 6800 rpm.,90.1 Hp/l,358 Nm @ 4800 rpm.  264.05 lb.-ft. @ 4800 rpm.,"Front, Longitudinal",3498 cm3 213.46 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1720 kg  3791.95 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),"Independent, Spring McPherson, with stabilizer",Pneumatic elastic element,Disc,Disc,ABS (Anti-lock braking system),225/55 R17,,2015 year,6.2 sec,6.2 sec,5.9 sec,204 km/h  126.76 mph,,4,DOHC,,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4750 mm  187.01 in.,1733 mm  68.23 in.,1468 mm  57.8 in.,2850 mm  112.2 in.,1520 mm  59.84 in.,1529 mm  60.2 in.,5,,,95.5 mm  3.76 in.,81.4 mm  3.2 in.,,,,,2172 kg  4788.44 lbs.,452 kg  996.49 lbs.,411 l  14.51 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G35,G35 Sport Sedan,3.5 i V6 24V X AWD (309 Hp),2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,,,Petrol (Gasoline),"5.6 kg/Hp, 179.7 Hp/tonne","4.8 kg/Nm, 206.4 Nm/tonne",Engine specs,309 Hp @ 6800 rpm.,88.3 Hp/l,355 Nm @ 4800 rpm.  261.83 lb.-ft. @ 4800 rpm.,"Front, Longitudinal",3498 cm3 213.46 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1720 kg  3791.95 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),"Independent, Spring McPherson, with stabilizer",Pneumatic elastic element,Disc,Disc,ABS (Anti-lock braking system),225/55 R17,,2015 year,,,,,,4,DOHC,,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4750 mm  187.01 in.,1733 mm  68.23 in.,1468 mm  57.8 in.,2850 mm  112.2 in.,1520 mm  59.84 in.,1529 mm  60.2 in.,5,,,95.5 mm  3.76 in.,81.4 mm  3.2 in.,10.6,,,,2172 kg  4788.44 lbs.,452 kg  996.49 lbs.,411 l  14.51 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G35,G35 Sport Sedan,3.5 i V6 24V (309 Hp) Automatic,2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,9.1 l/100 km  25.85 US mpg31.04 UK mpg10.99 km/l,,,Petrol (Gasoline),"5.1 kg/Hp, 195.6 Hp/tonne","4.5 kg/Nm, 224.7 Nm/tonne",Engine specs,309 Hp @ 6800 rpm.,88.3 Hp/l,355 Nm @ 4800 rpm.  261.83 lb.-ft. @ 4800 rpm.,"Front, Longitudinal",3498 cm3 213.46 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1580 kg  3483.3 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),215/55 R17,17,2015 year,5.9 sec,5.9 sec,5.6 sec,250 km/h  155.34 mph,,4,DOHC,411 l  14.51 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4730 mm  186.22 in.,1750 mm  68.9 in.,1471 mm  57.91 in.,2850 mm  112.2 in.,1514 mm  59.61 in.,1506 mm  59.29 in.,5,,,95.5 mm  3.76 in.,81.4 mm  3.2 in.,10.6,,,,2045 kg  4508.45 lbs.,465 kg  1025.15 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G35,G35 Sport Sedan,3.5 i V6 24V (309 Hp),2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,,,Petrol (Gasoline),"5.1 kg/Hp, 195.6 Hp/tonne","4.5 kg/Nm, 224.7 Nm/tonne",Engine specs,309 Hp @ 6800 rpm.,88.3 Hp/l,355 Nm @ 4800 rpm.  261.83 lb.-ft. @ 4800 rpm.,"Front, Longitudinal",3498 cm3 213.46 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1580 kg  3483.3 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),215/55 R17,,2015 year,5.8 sec,5.8 sec,5.5 sec,250 km/h  155.34 mph,,4,DOHC,411 l  14.51 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4730 mm  186.22 in.,1750 mm  68.9 in.,1471 mm  57.91 in.,2850 mm  112.2 in.,1514 mm  59.61 in.,1506 mm  59.29 in.,,,,95.5 mm  3.76 in.,81.4 mm  3.2 in.,10.6,,,,2045 kg  4508.45 lbs.,465 kg  1025.15 lbs.,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G35,G35 Sport Coupe,3.5 i V6 24V (283 Hp) Automatic,2003 year,Internal Combustion engine,Coupe,5,2,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,9.1 l/100 km  25.85 US mpg31.04 UK mpg10.99 km/l,,,Petrol (Gasoline),"5.7 kg/Hp, 176.9 Hp/tonne","4.4 kg/Nm, 228.8 Nm/tonne",Engine specs,283 Hp @ 6200 rpm.,80.9 Hp/l,366 Nm @ 4800 rpm.  269.95 lb.-ft. @ 4800 rpm.,"Front, Longitudinal",3498 cm3 213.46 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1600 kg  3527.4 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),225/50 R17,17,2008 year,5.9 sec,5.9 sec,5.6 sec,250 km/h  155.34 mph,,4,,211 l  7.45 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4628 mm  182.2 in.,1816 mm  71.5 in.,1392 mm  54.8 in.,2850 mm  112.2 in.,1534 mm  60.39 in.,1534 mm  60.39 in.,5,,,95.5 mm  3.76 in.,81.4 mm  3.2 in.,10.3,,,,1978 kg  4360.74 lbs.,378 kg  833.35 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G35,G35 Sport Coupe,3.5 i V6 24V (283 Hp),2003 year,Internal Combustion engine,Coupe,5,2,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,,,Petrol (Gasoline),"5.7 kg/Hp, 176.9 Hp/tonne","4.4 kg/Nm, 228.8 Nm/tonne",Engine specs,283 Hp @ 6200 rpm.,80.9 Hp/l,366 Nm @ 4800 rpm.  269.95 lb.-ft. @ 4800 rpm.,"Front, Longitudinal",3498 cm3 213.46 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1600 kg  3527.4 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),225/50 R17,,2008 year,5.8 sec,5.8 sec,5.5 sec,250 km/h  155.34 mph,,4,,211 l  7.45 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4628 mm  182.2 in.,1816 mm  71.5 in.,1392 mm  54.8 in.,2850 mm  112.2 in.,1534 mm  60.39 in.,1534 mm  60.39 in.,,,,95.5 mm  3.76 in.,81.4 mm  3.2 in.,10.3,,,,1978 kg  4360.74 lbs.,378 kg  833.35 lbs.,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G35,G35 (FM),3.5 i V6 24V (260 Hp),2002 year,Internal Combustion engine,Sedan,5,4,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,,,Petrol (Gasoline),"5.8 kg/Hp, 172.2 Hp/tonne","4.3 kg/Nm, 233.1 Nm/tonne",Engine specs,260 Hp @ 6000 rpm.,74.3 Hp/l,352 Nm @ 4800 rpm.  259.62 lb.-ft. @ 4800 rpm.,"Front, Longitudinal",3498 cm3 213.46 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1510 kg  3328.98 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),215/55 R17,,2007 year,6.2 sec,6.2 sec,5.9 sec,233 km/h  144.78 mph,,4,DOHC,475 l  16.77 cu. ft.,75 l  19.81 US gal | 16.5 UK gal,Dimensions,4730 mm  186.22 in.,1750 mm  68.9 in.,1470 mm  57.87 in.,2850 mm  112.2 in.,1514 mm  59.61 in.,1506 mm  59.29 in.,5,Steering rack and pinion,,95.5 mm  3.76 in.,81.4 mm  3.2 in.,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G37,G37 Convertible,3.7 V6 (320 Hp) Automatic,2009 year,Internal Combustion engine,Cabriolet,4,2,Performance specs,16.4 l/100 km  14.34 US mpg17.22 UK mpg6.1 km/l,8.3 l/100 km  28.34 US mpg34.03 UK mpg12.05 km/l,11.4 l/100 km  20.63 US mpg24.78 UK mpg8.77 km/l,,Petrol (Gasoline),"5.9 kg/Hp, 168.6 Hp/tonne","5.3 kg/Nm, 189.7 Nm/tonne",Engine specs,320 Hp @ 7000 rpm.,86.6 Hp/l,360 Nm @ 5200 rpm.  265.52 lb.-ft. @ 5200 rpm.,,3696 cm3 225.54 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1898 kg  4184.37 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Wishbone,Multi-link independent,,,ABS (Anti-lock braking system),225/45 R19; 245/40 R19,8.5J x 19; 9.0J x 19,2015 year,6.4 sec,6.4 sec,6.1 sec,250 km/h  155.34 mph,Euro 5,4,DOHC,366 l  12.93 cu. ft.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4660 mm  183.46 in.,1852 mm  72.91 in.,1400 mm  55.12 in.,2850 mm  112.2 in.,1545 mm  60.83 in.,1595 mm  62.8 in.,7,Steering rack and pinion,,,,,,,,,,,11 m  36.09 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G37,G37 Coupe,3.7I V6 (320 Hp) Automatic,2008 year,Internal Combustion engine,Coupe,4,2,Performance specs,16.4 l/100 km  14.34 US mpg17.22 UK mpg6.1 km/l,9.5 l/100 km  24.76 US mpg29.73 UK mpg10.53 km/l,12 l/100 km  19.6 US mpg23.54 UK mpg8.33 km/l,,Petrol (Gasoline),"5.5 kg/Hp, 180.4 Hp/tonne","4.8 kg/Nm, 206.3 Nm/tonne",Engine specs,320 Hp @ 7000 rpm.,86.6 Hp/l,366 Nm @ 5200 rpm.  269.95 lb.-ft. @ 5200 rpm.,"Front, Longitudinal",3696 cm3 225.54 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1774 kg  3911 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,"Independent, spring","Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/50 R18; 225/45 R19; 245/40 R19,,2015 year,6 sec,6 sec,5.7 sec,250 km/h  155.34 mph,Euro 4,4,,242 l  8.55 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4651 mm  183.11 in.,1824 mm  71.81 in.,1392 mm  54.8 in.,2850 mm  112.2 in.,1547 mm  60.91 in.,1562 mm  61.5 in.,5,,VQ37VH,95.5 mm  3.76 in.,86 mm  3.39 in.,11,,,,2112 kg  4656.16 lbs.,338 kg  745.16 lbs.,,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G37,G37 Coupe,3.7I V6 (320 Hp),2008 year,Internal Combustion engine,Coupe,4,2,Performance specs,16.4 l/100 km  14.34 US mpg17.22 UK mpg6.1 km/l,9.5 l/100 km  24.76 US mpg29.73 UK mpg10.53 km/l,12 l/100 km  19.6 US mpg23.54 UK mpg8.33 km/l,,Petrol (Gasoline),"5.5 kg/Hp, 180.4 Hp/tonne","4.8 kg/Nm, 206.3 Nm/tonne",Engine specs,320 Hp @ 7000 rpm.,86.6 Hp/l,366 Nm @ 5200 rpm.  269.95 lb.-ft. @ 5200 rpm.,"Front, Longitudinal",3696 cm3 225.54 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1774 kg  3911 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,"Independent, spring","Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/50 R18; 225/45 R19; 245/40 R19,,2015 year,6 sec,6 sec,5.7 sec,250 km/h  155.34 mph,Euro 4,4,,242 l  8.55 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4651 mm  183.11 in.,1824 mm  71.81 in.,1392 mm  54.8 in.,2850 mm  112.2 in.,1547 mm  60.91 in.,1562 mm  61.5 in.,,,VQ37VH,95.5 mm  3.76 in.,86 mm  3.39 in.,11,,,,2112 kg  4656.16 lbs.,338 kg  745.16 lbs.,,,Hydraulic Steering,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,G37,G37 Coupe,3.7 V6 (320 Hp) Automatic,2009 year,Internal Combustion engine,Coupe,4,2,Performance specs,15.3 l/100 km  15.37 US mpg18.46 UK mpg6.54 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,10.5 l/100 km  22.4 US mpg26.9 UK mpg9.52 km/l,,Petrol (Gasoline),"5.4 kg/Hp, 186.2 Hp/tonne","4.8 kg/Nm, 209.4 Nm/tonne",Engine specs,320 Hp @ 7000 rpm.,86.6 Hp/l,360 Nm @ 5200 rpm.  265.52 lb.-ft. @ 5200 rpm.,,3696 cm3 225.54 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1719 kg  3789.75 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Wishbone,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/50 R18; 245/45 R18; 225/45 R19; 245/40 R19,18; 19,2015 year,5.9 sec,5.9 sec,5.6 sec,250 km/h  155.34 mph,Euro 5,4,DOHC,275 l  9.71 cu. ft.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4655 mm  183.27 in.,1820 mm  71.65 in.,1395 mm  54.92 in.,2850 mm  112.2 in.,1545 mm  60.83 in.,1560 mm  61.42 in.,7,Steering rack and pinion,,,,,,,,,,,11 m  36.09 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,I30,I30 (A33),3.0 i 24V (230 Hp),1998 year,Internal Combustion engine,Sedan,5,4,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,,,Petrol (Gasoline),"6.8 kg/Hp, 147.9 Hp/tonne","5.3 kg/Nm, 189.1 Nm/tonne",Engine specs,230 Hp @ 6400 rpm.,77 Hp/l,294 Nm @ 4000 rpm.  216.84 lb.-ft. @ 4000 rpm.,"Front, Transverse",2988 cm3 182.34 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1555 kg  3428.19 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),205/65 R 15H,,2002 year,6.7 sec,6.7 sec,6.4 sec,255 km/h  158.45 mph,,4,DOHC,454 l  16.03 cu. ft.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4920 mm  193.7 in.,1786 mm  70.31 in.,1435 mm  56.5 in.,2751 mm  108.31 in.,1530 mm  60.24 in.,1510 mm  59.45 in.,,Steering rack and pinion,,93 mm  3.66 in.,73.3 mm  2.89 in.,10,,,,,,,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
