Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,Valvetrain,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Dimensions,Length,Width,Width including mirrors,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Power steering,Tires size,Wheel rims size,Number of valves per cylinder,End of production,Cylinder Bore,Piston Stroke,Fuel System,Fuel tank capacity,Assisting systems,Steering type,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Acceleration 0 - 200 km/h,Number of Gears (manual transmission),Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Maximum speed,Compression ratio,Front track,Rear (Back) track,Maximum engine speed,Drag coefficient (Cd),Trunk (boot) space - minimum,Engine Model/Code,Max. weight,Max load,Ride height (ground clearance),Minimum turning circle (turning diameter),Fuel consumption (economy) - combined,Trunk (boot) space - maximum,Engine systems,Engine oil capacity,Emission standard,Coolant,CO2 emissions,Front overhang,Rear overhang,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Electric motor Torque,System power,Width with mirrors folded,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Oil viscosity,Net (usable) battery capacity,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),System torque,Permitted towbar download,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Approach angle,Departure angle,Wading depth,Max speed (electric),Electric motor 2,Internal combustion engine specs,AdBlue tank,Max. roof load,Permitted trailer load with brakes (8%),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Engine oil specification,All-electric range (NEDC),Ramp angle,Climb angle,Acceleration 0 - 300 km/h,Acceleration 0 - 60 mph,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Battery voltage,Average Energy consumption (NEDC),100 km/h - 0,200 km/h - 0,Average Energy consumption
Pagani,Zonda,Zonda Roadster F,7.3 V12 48V (650 Hp),2006 year,Internal Combustion engine,Roadster,2,2,Performance specs,Petrol (Gasoline),"1.9 kg/Hp, 528.5 Hp/tonne","1.6 kg/Nm, 634.1 Nm/tonne",Engine specs,650 Hp @ 6200 rpm.,89.2 Hp/l,780 Nm @ 4000 rpm.  575.3 lb.-ft. @ 4000 rpm.,"Middle, Longitudinal",7291 cm3 444.92 cu. in.,12,V-engine,Naturally aspirated engine,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1230 kg  2711.69 lbs.,Dimensions,4435 mm  174.61 in.,2055 mm  80.91 in.,,1141 mm  44.92 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,Electric Steering,255/35 R19; 335/30 R20,,4,2007 year,,,,,ABS (Anti-lock braking system),Steering rack and pinion,3.6 sec,3.6 sec,3.4 sec,9.8 sec,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagani,Zonda,Zonda F,7.3 V12 48V (602 Hp),2005 year,Internal Combustion engine,Coupe,2,2,Performance specs,Petrol (Gasoline),"2 kg/Hp, 489.4 Hp/tonne","1.6 kg/Nm, 617.9 Nm/tonne",Engine specs,602 Hp @ 6150 rpm.,82.6 Hp/l,760 Nm @ 4000 rpm.  560.55 lb.-ft. @ 4000 rpm.,"Middle, Longitudinal",7291 cm3 444.92 cu. in.,12,V-engine,Naturally aspirated engine,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1230 kg  2711.69 lbs.,Dimensions,4435 mm  174.61 in.,2055 mm  80.91 in.,,1141 mm  44.92 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,Electric Steering,255/35 R19; 335/30 R20,,4,2007 year,,,,,ABS (Anti-lock braking system),Steering rack and pinion,3.6 sec,3.6 sec,3.4 sec,9.8 sec,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagani,Zonda,Zonda Roadster,7.3 V12 (555 Hp),2002 year,Internal Combustion engine,Roadster,2,2,Performance specs,Petrol (Gasoline),"2.3 kg/Hp, 433.6 Hp/tonne","1.7 kg/Nm, 585.9 Nm/tonne",Engine specs,555 Hp @ 5900 rpm.,76.1 Hp/l,750 Nm @ 4050 rpm.  553.17 lb.-ft. @ 4050 rpm.,"Middle, Longitudinal",7291 cm3 444.92 cu. in.,12,V-engine,Naturally aspirated engine,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1280 kg  2821.92 lbs.,Dimensions,4395 mm  173.03 in.,2055 mm  80.91 in.,,1151 mm  45.31 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,Electric Steering,255/35 R19; 345/30 R19,,,2003 year,,,,,ABS (Anti-lock braking system),Steering rack and pinion,3.7 sec,3.7 sec,3.5 sec,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagani,Zonda,Zonda C12,S 7.3 V12 (555 Hp),2002 year,Internal Combustion engine,Coupe,2,2,Performance specs,Petrol (Gasoline),"2.3 kg/Hp, 433.6 Hp/tonne","1.7 kg/Nm, 585.9 Nm/tonne",Engine specs,555 Hp @ 5900 rpm.,76.1 Hp/l,750 Nm @ 4050 rpm.  553.17 lb.-ft. @ 4050 rpm.,"Middle, Longitudinal",7291 cm3 444.92 cu. in.,12,V-engine,Naturally aspirated engine,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1280 kg  2821.92 lbs.,Dimensions,4395 mm  173.03 in.,2055 mm  80.91 in.,,1151 mm  45.31 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,Electric Steering,255/40 R18; 345/35 R18,,,2005 year,,,,,ABS (Anti-lock braking system),Steering rack and pinion,3.7 sec,3.7 sec,3.5 sec,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagani,Zonda,Zonda C12,7.3 i V12 48V (550 Hp),1999 year,Internal Combustion engine,Coupe,2,2,Performance specs,Petrol (Gasoline),"2.3 kg/Hp, 440 Hp/tonne","1.7 kg/Nm, 600 Nm/tonne",Engine specs,550 Hp @ 5500 rpm.,75.4 Hp/l,750 Nm @ 4000 rpm.  553.17 lb.-ft. @ 4000 rpm.,"Middle, Transverse",7291 cm3 444.92 cu. in.,12,V-engine,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1250 kg  2755.78 lbs.,Dimensions,4345 mm  171.06 in.,2055 mm  80.91 in.,,1150 mm  45.28 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Helical spring,Ventilated discs,Ventilated discs,Hydraulic Steering,255/40 R18; 345/35 R18,,4,2002 year,91.5 mm  3.6 in.,92.4 mm  3.64 in.,Multi-point indirect injection,,ABS (Anti-lock braking system),Steering rack and pinion,3.7 sec,3.7 sec,3.5 sec,,6,20 l/100 km  11.76 US mpg14.12 UK mpg5 km/l,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,340 km/h  211.27 mph,10.5,1675 mm  65.94 in.,1660 mm  65.35 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panoz,Abruzzi,Abruzzi Prototype,6.2 V8 (649 Hp),2011 year,Internal Combustion engine,Coupe,2,2,Performance specs,Petrol (Gasoline),"2.2 kg/Hp, 463.6 Hp/tonne","1.7 kg/Nm, 582.9 Nm/tonne",Engine specs,649 Hp @ 6500 rpm.,105.3 Hp/l,816 Nm @ 3800 rpm.  601.85 lb.-ft. @ 3800 rpm.,,6162 cm3 376.03 cu. in.,8,V-engine,Turbocharger,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1400 kg  3086.47 lbs.,Dimensions,4877 mm  192.01 in.,,,,2944 mm  115.91 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,Ventilated discs,Ventilated discs,,285/30 R19; 335/25 R20,19; 20,2,2011 year,103.2 mm  4.06 in.,92 mm  3.62 in.,Multi-point indirect injection,86 l  22.72 US gal | 18.92 UK gal,ABS (Anti-lock braking system),,3.2 sec,3.2 sec,3 sec,,6,,,330 km/h  205.05 mph,9.1,1610 mm  63.39 in.,1560 mm  61.42 in.,6600 rpm.,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panoz,AIV Roadster,AIV Roadster,4.6 i V8 32V (309 Hp),1996 year,Internal Combustion engine,Cabriolet,2,2,Performance specs,Petrol (Gasoline),"3.8 kg/Hp, 266.4 Hp/tonne","2.9 kg/Nm, 350.9 Nm/tonne",Engine specs,309 Hp @ 5800 rpm.,67.2 Hp/l,407 Nm @ 4800 rpm.  300.19 lb.-ft. @ 4800 rpm.,"Front, Transverse",4601 cm3 280.77 cu. in.,8,V-engine,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1160 kg  2557.36 lbs.,Dimensions,4040 mm  159.06 in.,1950 mm  76.77 in.,,1190 mm  46.85 in.,2655 mm  104.53 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Wishbone,Transverse stabilizer,Ventilated discs,Ventilated discs,Hydraulic Steering,245/40 R18,,4,1999 year,90.2 mm  3.55 in.,90 mm  3.54 in.,Multi-point indirect injection,43 l  11.36 US gal | 9.46 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,4.6 sec,4.6 sec,4.4 sec,,5,13.8 l/100 km  17.04 US mpg20.47 UK mpg7.25 km/l,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,250 km/h  155.34 mph,9.9,1700 mm  66.93 in.,1620 mm  63.78 in.,,,140 l  4.94 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panoz,Esperante,Esperante,4.6 i V8 32V (324 Hp),1999 year,Internal Combustion engine,Cabriolet,2,2,Performance specs,Petrol (Gasoline),"4.5 kg/Hp, 223.4 Hp/tonne","3.4 kg/Nm, 294.5 Nm/tonne",Engine specs,324 Hp @ 6000 rpm.,70.4 Hp/l,427 Nm @ 4750 rpm.  314.94 lb.-ft. @ 4750 rpm.,"Front, Transverse",4601 cm3 280.77 cu. in.,8,V-engine,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1450 kg  3196.7 lbs.,Dimensions,4475 mm  176.18 in.,1860 mm  73.23 in.,,1355 mm  53.35 in.,2715 mm  106.89 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,Hydraulic Steering,255/45 R17,,4,2009 year,90.2 mm  3.55 in.,90 mm  3.54 in.,Multi-point indirect injection,58 l  15.32 US gal | 12.76 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,5.1 sec,5.1 sec,4.8 sec,,5,13.8 l/100 km  17.04 US mpg20.47 UK mpg7.25 km/l,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,249 km/h  154.72 mph,9.8,1545 mm  60.83 in.,1580 mm  62.2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paykan,Saloon,Saloon,1.8 (96 Hp),2001 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"9.5 kg/Hp, 104.9 Hp/tonne","6.1 kg/Nm, 163.9 Nm/tonne",Engine specs,96 Hp @ 6000 rpm.,54.5 Hp/l,150 Nm @ 2750 rpm.  110.63 lb.-ft. @ 2750 rpm.,"Front, Transverse",1761 cm3 107.46 cu. in.,4,Inline,Naturally aspirated engine,SOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",915 kg  2017.23 lbs.,Dimensions,4502 mm  177.24 in.,1735 mm  68.31 in.,,1462 mm  57.56 in.,2671 mm  105.16 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Coil spring,Helical spring,Ventilated discs,Disc,,175/70 R14,14,2,2010 year,83 mm  3.27 in.,81.4 mm  3.2 in.,Multi-point indirect injection,70 l  18.49 US gal | 15.4 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,15 sec,15 sec,14.3 sec,,5,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,8 l/100 km  29.4 US mpg35.31 UK mpg12.5 km/l,175 km/h  108.74 mph,8.5,1448 mm  57.01 in.,,,,,XU 7 JPK,1380 kg  3042.38 lbs.,465 kg  1025.15 lbs.,123 mm  4.84 in.,14.40 m  47.24 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paykan,Saloon,Saloon,1.8 (73 Hp),1989 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"12.6 kg/Hp, 79.3 Hp/tonne","6.8 kg/Nm, 146.7 Nm/tonne",Engine specs,73 Hp @ 5250 rpm.,40.6 Hp/l,135 Nm @ 2750 rpm.  99.57 lb.-ft. @ 2750 rpm.,"Front, Longitudinal",1796 cm3 109.6 cu. in.,4,Inline,Naturally aspirated engine,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",920 kg  2028.25 lbs.,Dimensions,4270 mm  168.11 in.,1620 mm  63.78 in.,,1420 mm  55.91 in.,2500 mm  98.43 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Coil spring,Helical spring,Disc,Drum,,155/85 R13,,2,2005 year,84 mm  3.31 in.,81 mm  3.19 in.,Carburettor,45 l  11.89 US gal | 9.9 UK gal,,,,,,,4,11 l/100 km  21.38 US mpg25.68 UK mpg9.09 km/l,8 l/100 km  29.4 US mpg35.31 UK mpg12.5 km/l,155 km/h  96.31 mph,8.8,1320 mm  51.97 in.,1320 mm  51.97 in.,,,510 l  18.01 cu. ft.,,1380 kg  3042.38 lbs.,460 kg  1014.13 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paykan,Saloon,Saloon,1.6 (65 Hp),1985 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"14.1 kg/Hp, 71 Hp/tonne","8.3 kg/Nm, 120.2 Nm/tonne",Engine specs,65 Hp @ 5000 rpm.,40.7 Hp/l,110 Nm @ 2800 rpm.  81.13 lb.-ft. @ 2800 rpm.,"Front, Transverse",1598 cm3 97.52 cu. in.,4,Inline,Naturally aspirated engine,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",915 kg  2017.23 lbs.,Dimensions,4345 mm  171.06 in.,1615 mm  63.58 in.,,1420 mm  55.91 in.,2500 mm  98.43 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Coil spring,Helical spring,Disc,Drum,,155/85 R13,,2,2005 year,87.4 mm  3.44 in.,66.7 mm  2.63 in.,Carburettor,45 l  11.89 US gal | 9.9 UK gal,,,,,,,4,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,8 l/100 km  29.4 US mpg35.31 UK mpg12.5 km/l,140 km/h  86.99 mph,7.8,1320 mm  51.97 in.,1320 mm  51.97 in.,,,510 l  18.01 cu. ft.,,1380 kg  3042.38 lbs.,465 kg  1025.15 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodua,Alza,Alza (facelift 2018),1.5 (103 Hp) Automatic,2018 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"11.3 kg/Hp, 88.8 Hp/tonne","8.5 kg/Nm, 117.2 Nm/tonne",Engine specs,103 Hp @ 6000 rpm.,68.9 Hp/l,136 Nm @ 4400 rpm.  100.31 lb.-ft. @ 4400 rpm.,"Front, Transverse",1495 cm3 91.23 cu. in.,4,Inline,Naturally aspirated engine,"DOHC, D-VVT",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1160 kg  2557.36 lbs.,Dimensions,4220 mm  166.14 in.,1695 mm  66.73 in.,,1620 mm  63.78 in.,2750 mm  108.27 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,,185/55 R15,15,4,,72 mm  2.83 in.,91.8 mm  3.61 in.,Multi-point indirect injection,42 l  11.1 US gal | 9.24 UK gal,ABS (Anti-lock braking system),,,,,,,,,,10,1475 mm  58.07 in.,1465 mm  57.68 in.,,,,3SZ-VE,,,133-155 mm  5.24 - 6.1 in.,10.4 m  34.12 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodua,Alza,Alza (facelift 2014),1.5 (103 Hp) Automatic,2014 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"11.1 kg/Hp, 90 Hp/tonne","8.4 kg/Nm, 118.8 Nm/tonne",Engine specs,103 Hp @ 6000 rpm.,68.9 Hp/l,136 Nm @ 4400 rpm.  100.31 lb.-ft. @ 4400 rpm.,"Front, Transverse",1495 cm3 91.23 cu. in.,4,Inline,Naturally aspirated engine,"DOHC, D-VVT",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1145-1160 kg  2524.29 - 2557.36 lbs.,Dimensions,4270 mm  168.11 in.,1695 mm  66.73 in.,,1620 mm  63.78 in.,2750 mm  108.27 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,,185/55 R15,15,4,2017 year,72 mm  2.83 in.,91.8 mm  3.61 in.,Multi-point indirect injection,42 l  11.1 US gal | 9.24 UK gal,ABS (Anti-lock braking system),,,,,,,,,,10,1475 mm  58.07 in.,1485 mm  58.46 in.,,0.33,,,,,133-155 mm  5.24 - 6.1 in.,10.4 m  34.12 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodua,Alza,Alza (facelift 2014),1.5 (103 Hp),2014 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"10.9 kg/Hp, 91.6 Hp/tonne","8.3 kg/Nm, 120.9 Nm/tonne",Engine specs,103 Hp @ 6000 rpm.,68.9 Hp/l,136 Nm @ 4400 rpm.  100.31 lb.-ft. @ 4400 rpm.,"Front, Transverse",1495 cm3 91.23 cu. in.,4,Inline,Naturally aspirated engine,"DOHC, D-VVT",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1125-1140 kg  2480.2 - 2513.27 lbs.,Dimensions,4270 mm  168.11 in.,1695 mm  66.73 in.,,1620 mm  63.78 in.,2750 mm  108.27 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,,185/55 R15,15,4,2017 year,72 mm  2.83 in.,91.8 mm  3.61 in.,Multi-point indirect injection,42 l  11.1 US gal | 9.24 UK gal,ABS (Anti-lock braking system),,,,,,5,,,,10,1475 mm  58.07 in.,1485 mm  58.46 in.,,0.33,,,,,133-155 mm  5.24 - 6.1 in.,10.4 m  34.12 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodua,Alza,Alza,1.5 (103 Hp) Automatic,2009 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"11.1 kg/Hp, 90.4 Hp/tonne","8.4 kg/Nm, 119.3 Nm/tonne",Engine specs,103 Hp @ 6000 rpm.,68.9 Hp/l,136 Nm @ 4400 rpm.  100.31 lb.-ft. @ 4400 rpm.,"Front, Transverse",1495 cm3 91.23 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1140 kg  2513.27 lbs.,Dimensions,4205 mm  165.55 in.,1695 mm  66.73 in.,,1620 mm  63.78 in.,2750 mm  108.27 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Drum,,185/55 R15,15,4,2012 year,72 mm  2.83 in.,91.8 mm  3.61 in.,Multi-point indirect injection,42 l  11.1 US gal | 9.24 UK gal,ABS (Anti-lock braking system),,,,,,,,,,10,1475 mm  58.07 in.,1465 mm  57.68 in.,,0.33,,3SZ-VE,,,155 mm  6.1 in.,,9.1 l/100 km  25.85 US mpg31.04 UK mpg10.99 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodua,Alza,Alza,1.5 (103 Hp),2009 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"10.9 kg/Hp, 92 Hp/tonne","8.2 kg/Nm, 121.4 Nm/tonne",Engine specs,103 Hp @ 6000 rpm.,68.9 Hp/l,136 Nm @ 4400 rpm.  100.31 lb.-ft. @ 4400 rpm.,"Front, Transverse",1495 cm3 91.23 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1120 kg  2469.18 lbs.,Dimensions,4205 mm  165.55 in.,1695 mm  66.73 in.,,1620 mm  63.78 in.,2750 mm  108.27 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Drum,,185/55 R15,15,4,2012 year,72 mm  2.83 in.,91.8 mm  3.61 in.,Multi-point indirect injection,42 l  11.1 US gal | 9.24 UK gal,ABS (Anti-lock braking system),,,,,,5,,,,10,1475 mm  58.07 in.,1465 mm  57.68 in.,,0.33,,3SZ-VE,,,155 mm  6.1 in.,,8 l/100 km  29.4 US mpg35.31 UK mpg12.5 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodua,Aruz,Aruz,1.5i (102 Hp) Automatic,2019 year,Internal Combustion engine,SUV,7,5,Performance specs,Petrol (Gasoline),"12.8 kg/Hp, 77.9 Hp/tonne","9.8 kg/Nm, 101.5 Nm/tonne",Engine specs,102 Hp @ 6000 rpm.,68.2 Hp/l,133 Nm @ 4200 rpm.  98.1 lb.-ft. @ 4200 rpm.,,1496 cm3 91.29 cu. in.,4,Inline,Naturally aspirated engine,"DOHC, D-VVT-i",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1310 kg  2888.06 lbs.,Dimensions,4435 mm  174.61 in.,1695 mm  66.73 in.,,1740 mm  68.5 in.,2685 mm  105.71 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,4,,,,,Electric Steering,215/60 R17,17,4,,,,Multi-point indirect injection,45 l  11.89 US gal | 9.9 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,,1445 mm  56.89 in.,1460 mm  57.48 in.,,,213 l  7.52 cu. ft.,2 NR-VE,,,220 mm  8.66 in.,10.4 m  34.12 ft.,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,514 l  18.15 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodua,Ativa,Ativa (A270),1.0i Turbo (98 Hp) D-CVT,"March, 2021 year",Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),"10.4 kg/Hp, 96.1 Hp/tonne","7.3 kg/Nm, 137.3 Nm/tonne",Engine specs,98 Hp @ 6000 rpm.,98.2 Hp/l,140 Nm @ 2400-4000 rpm.  103.26 lb.-ft. @ 2400-4000 rpm.,"Front, Transverse",998 cm3 60.9 cu. in.,3,Inline,Turbocharger,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1020-1035 kg  2248.72 - 2281.78 lbs.,Dimensions,4065 mm  160.04 in.,1710 mm  67.32 in.,,1635 mm  64.37 in.,2525 mm  99.41 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,D-CVT,,,Ventilated discs,,,205/65 R16 95H; 205/60 R17 94H,16; 17,,,,,Multi-point indirect injection,36 l  9.51 US gal | 7.92 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,,1475 mm  58.07 in.,1470 mm  57.87 in.,,,303-369 l  10.7 - 13.03 cu. ft.,1KR-VE,,,200 mm  7.87 in.,9.8-10.2 m  32.15 - 33.46 ft.,5.3 l/100 km  44.38 US mpg53.3 UK mpg18.87 km/l,,Start & Stop System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
