Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Max. weight,Max load,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front brakes,Rear brakes,Tires size,Wheel rims size,Front track,Rear (Back) track,Compression ratio,Fuel consumption (economy) - combined,Position of cylinders,Fuel System,Valvetrain,Ride height (ground clearance),Number of Gears (manual transmission),Front suspension,Rear suspension,Assisting systems,Steering type,Power steering,Number of Gears (automatic transmission),Emission standard,Approach angle,Departure angle,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Front overhang,Rear overhang,Trunk (boot) space - minimum,Trunk (boot) space - maximum,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Acceleration 0 - 200 km/h,Acceleration 0 - 300 km/h,Maximum engine speed,Cylinder Bore,Piston Stroke,Width with mirrors folded,Width including mirrors,Drag coefficient (Cd),Acceleration 0 - 60 mph,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Average Energy consumption,Electric motor 1,Electric motor power,Electric motor 2,System power,System torque,Minimum turning circle (turning diameter),Engine oil capacity,Oil viscosity,Engine oil specification,Coolant,Engine systems,Permitted towbar download,Max. roof load,Ramp angle,Wading depth,Electric motor Torque,Internal combustion engine specs,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Battery voltage,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),Net (usable) battery capacity,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Electric motor 3,Power (CNG),Power per litre (CNG),Torque (CNG),CNG cylinder capacity,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Power (LPG),Power per litre (LPG),Torque (LPG),Fuel tank capacity (LPG),AdBlue tank,Max speed (electric),Permitted trailer load with brakes (8%)
Hyundai,Elantra,Elantra XD,2.0i MT (143 Hp),2008 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),190 km/h  118.06 mph,"8.5 kg/Hp, 117.1 Hp/tonne","6.6 kg/Nm, 152.3 Nm/tonne",Engine specs,143 Hp @ 6000 rpm.,72.4 Hp/l,186 Nm @ 4500 rpm.  137.19 lb.-ft. @ 4500 rpm.,"Front, Transverse",,1975 cm3 120.52 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1221 kg  2691.84 lbs.,1730 kg  3814 lbs.,509 kg  1122.15 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1480 mm  58.27 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/55 R16,,1543 mm  60.75 in.,1541 mm  60.67 in.,10,7.1 l/100 km  33.13 US mpg39.79 UK mpg14.08 km/l,Inline,Multi-point indirect injection,DOHC,,5,"Independent, Spring McPherson, with stabilizer","Independent, spring",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,,Euro 4,,,9.3 l/100 km  25.29 US mpg30.37 UK mpg10.75 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,,,,,,8.9 sec,8.9 sec,8.5 sec,,,,,,82 mm  3.23 in.,93.5 mm  3.68 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra XD,2.0i Automatic (143 Hp),2008 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),190 km/h  118.06 mph,"8.5 kg/Hp, 117.1 Hp/tonne","6.6 kg/Nm, 152.3 Nm/tonne",Engine specs,143 Hp @ 6000 rpm.,72.4 Hp/l,186 Nm @ 4500 rpm.  137.19 lb.-ft. @ 4500 rpm.,"Front, Transverse",,1975 cm3 120.52 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1221 kg  2691.84 lbs.,1730 kg  3814 lbs.,509 kg  1122.15 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1480 mm  58.27 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/55 R16,,1543 mm  60.75 in.,1541 mm  60.67 in.,10,,Inline,Multi-point indirect injection,DOHC,,,"Independent, Spring McPherson, with stabilizer","Independent, spring",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,4,Euro 4,,,,,,,,,,10.5 sec,10.5 sec,10 sec,,,,,,82 mm  3.23 in.,93.5 mm  3.68 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra XD,1.6i MT (122 Hp),2008 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),190 km/h  118.06 mph,"9.5 kg/Hp, 105.5 Hp/tonne","7.4 kg/Nm, 135.8 Nm/tonne",Engine specs,122 Hp @ 6200 rpm.,76.7 Hp/l,157 Nm @ 4200 rpm.  115.8 lb.-ft. @ 4200 rpm.,"Front, Transverse",,1591 cm3 97.09 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1156 kg  2548.54 lbs.,1680 kg  3703.77 lbs.,524 kg  1155.22 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1480 mm  58.27 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/65 R15,,1543 mm  60.75 in.,1541 mm  60.67 in.,10.5,,Inline,Multi-point indirect injection,DOHC,,5,"Independent, Spring McPherson, with stabilizer","Independent, spring",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,,Euro 4,,,,,,,,,,10 sec,10 sec,9.5 sec,,,,,,77 mm  3.03 in.,85.4 mm  3.36 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra XD,1.6i Automatic (122 Hp),2008 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),183 km/h  113.71 mph,"9.6 kg/Hp, 104.1 Hp/tonne","7.5 kg/Nm, 134 Nm/tonne",Engine specs,122 Hp @ 6200 rpm.,76.7 Hp/l,157 Nm @ 4200 rpm.  115.8 lb.-ft. @ 4200 rpm.,"Front, Transverse",,1591 cm3 97.09 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1172 kg  2583.82 lbs.,1680 kg  3703.77 lbs.,508 kg  1119.95 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1480 mm  58.27 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/65 R15,,1543 mm  60.75 in.,1541 mm  60.67 in.,10.5,,Inline,Multi-point indirect injection,DOHC,,,"Independent, Spring McPherson, with stabilizer","Independent, spring",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,4,Euro 4,,,,,,,,,,11.6 sec,11.6 sec,11 sec,,,,,,77 mm  3.03 in.,85.4 mm  3.36 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra IV,2.0 i 16V (143 Hp) CWT,2006 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,,,Engine specs,143 Hp @ 6000 rpm.,72.4 Hp/l,190 Nm @ 4600 rpm.  140.14 lb.-ft. @ 4600 rpm.,"Front, Transverse",,1975 cm3 120.52 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1490 mm  58.66 in.,2690 mm  105.91 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,185/65 R15,5.5J X 15,1543 mm  60.75 in.,1541 mm  60.67 in.,10.1,,Inline,Multi-point indirect injection,DOHC,,,Spring Strut,Transverse stabilizer,,Steering rack and pinion,,4,,,,,,,,460 l  16.24 cu. ft.,,,,,,,,,,,82 mm  3.23 in.,93.5 mm  3.68 in.,,,,,,,,,,,,,,11.3 m  37.07 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra IV,2.0 i 16V (143 Hp),2006 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,,,Engine specs,143 Hp @ 6000 rpm.,72.4 Hp/l,190 Nm @ 4600 rpm.  140.14 lb.-ft. @ 4600 rpm.,"Front, Transverse",,1975 cm3 120.52 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1490 mm  58.66 in.,2690 mm  105.91 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,185/65 R15,5.5J X 15,1543 mm  60.75 in.,1541 mm  60.67 in.,10.1,,Inline,Multi-point indirect injection,DOHC,,5,Spring Strut,Transverse stabilizer,,Steering rack and pinion,,,,,,,,,,460 l  16.24 cu. ft.,,,,,,,,,,,82 mm  3.23 in.,93.5 mm  3.68 in.,,,,,,,,,,,,,,11.3 m  37.07 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra IV,1.6 i 16V (122 Hp) CWT,2006 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,"9.5 kg/Hp, 105.5 Hp/tonne","7.4 kg/Nm, 135.8 Nm/tonne",Engine specs,122 Hp @ 6200 rpm.,76.7 Hp/l,157 Nm @ 4200 rpm.  115.8 lb.-ft. @ 4200 rpm.,"Front, Transverse",,1591 cm3 97.09 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1156 kg  2548.54 lbs.,1680 kg  3703.77 lbs.,524 kg  1155.22 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1490 mm  58.66 in.,2690 mm  105.91 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/65 R15,5.5J X 15,1543 mm  60.75 in.,1541 mm  60.67 in.,10.5,,Inline,Multi-point indirect injection,DOHC,,,Spring Strut,Transverse stabilizer,,Steering rack and pinion,,4,,,,,,,,460 l  16.24 cu. ft.,,,12.2 sec,12.2 sec,11.6 sec,,,,,,77 mm  3.03 in.,85.4 mm  3.36 in.,,,,,,,,,,,,,,11.3 m  37.07 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra IV,1.6 i 16V (122 Hp),2006 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),191 km/h  118.68 mph,"9.5 kg/Hp, 105.5 Hp/tonne","7.4 kg/Nm, 135.8 Nm/tonne",Engine specs,122 Hp @ 6200 rpm.,76.7 Hp/l,157 Nm @ 4200 rpm.  115.8 lb.-ft. @ 4200 rpm.,"Front, Transverse",,1591 cm3 97.09 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1156 kg  2548.54 lbs.,1680 kg  3703.77 lbs.,524 kg  1155.22 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1490 mm  58.66 in.,2690 mm  105.91 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/65 R15,5.5J X 15,1543 mm  60.75 in.,1541 mm  60.67 in.,10.5,,Inline,Multi-point indirect injection,DOHC,,5,Spring Strut,Transverse stabilizer,,Steering rack and pinion,,,,,,,,,,460 l  16.24 cu. ft.,,,10.5 sec,10.5 sec,10 sec,,,,,,77 mm  3.03 in.,85.4 mm  3.36 in.,,,,,,,,,,,,,,11.3 m  37.07 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra IV,1.6 CRDi (85 Hp),2006 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,184 km/h  114.33 mph,"14.8 kg/Hp, 67.5 Hp/tonne","4.9 kg/Nm, 202.5 Nm/tonne",Engine specs,85 Hp @ 4000 rpm.,53.7 Hp/l,255 Nm @ 1900-2750 rpm.  188.08 lb.-ft. @ 1900-2750 rpm.,"Front, Transverse",,1582 cm3 96.54 cu. in.,4,,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1259 kg  2775.62 lbs.,1770 kg  3902.18 lbs.,511 kg  1126.56 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4505 mm  177.36 in.,1775 mm  69.88 in.,1490 mm  58.66 in.,2690 mm  105.91 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,185/65 R15,5.5J X 15,1543 mm  60.75 in.,1541 mm  60.67 in.,17.3,,Inline,Diesel Commonrail,,,5,Spring Strut,Transverse stabilizer,,Steering rack and pinion,,,,,,,,,,460 l  16.24 cu. ft.,,,12.1 sec,12.1 sec,11.5 sec,,,,,,77.2 mm  3.04 in.,84.5 mm  3.33 in.,,,,,,,,,,,,,,11.3 m  37.07 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra III,2.0 i 16V (143 Hp) Automatic,2003 year,2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),208 km/h  129.25 mph,"9.9 kg/Hp, 100.8 Hp/tonne","7.6 kg/Nm, 131.2 Nm/tonne",Engine specs,143 Hp @ 6000 rpm.,72.4 Hp/l,186 Nm @ 4500 rpm.  137.19 lb.-ft. @ 4500 rpm.,"Front, Transverse",,1975 cm3 120.52 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1418 kg  3126.15 lbs.,1800 kg  3968.32 lbs.,382 kg  842.17 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4495 mm  176.97 in.,1720 mm  67.72 in.,1425 mm  56.1 in.,2610 mm  102.76 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,15,1485 mm  58.46 in.,1475 mm  58.07 in.,10,8.3 l/100 km  28.34 US mpg34.03 UK mpg12.05 km/l,Inline,Multi-point indirect injection,DOHC,,,Wishbone,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,11.3 l/100 km  20.82 US mpg25 UK mpg8.85 km/l,6.6 l/100 km  35.64 US mpg42.8 UK mpg15.15 km/l,,,415 l  14.66 cu. ft.,1222 l  43.15 cu. ft.,,9 sec,9 sec,8.6 sec,,,,,,82 mm  3.23 in.,93.5 mm  3.68 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra III,2.0 i 16V (143 Hp),2003 year,2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),208 km/h  129.25 mph,"9.9 kg/Hp, 100.8 Hp/tonne","7.6 kg/Nm, 131.2 Nm/tonne",Engine specs,143 Hp @ 6000 rpm.,72.4 Hp/l,186 Nm @ 4500 rpm.  137.19 lb.-ft. @ 4500 rpm.,"Front, Transverse",,1975 cm3 120.52 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1418 kg  3126.15 lbs.,1800 kg  3968.32 lbs.,382 kg  842.17 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4495 mm  176.97 in.,1720 mm  67.72 in.,1425 mm  56.1 in.,2610 mm  102.76 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,,1485 mm  58.46 in.,1475 mm  58.07 in.,10,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,Inline,Multi-point indirect injection,DOHC,,5,Wishbone,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,,,415 l  14.66 cu. ft.,1222 l  43.15 cu. ft.,,9 sec,9 sec,8.6 sec,,,,,,82 mm  3.23 in.,93.5 mm  3.68 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra III,2.0 CRD i (113 Hp),2001 year,2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,190 km/h  118.06 mph,"12.3 kg/Hp, 81.4 Hp/tonne","5.9 kg/Nm, 169.3 Nm/tonne",Engine specs,113 Hp @ 4000 rpm.,56.8 Hp/l,235 Nm @ 1800 rpm.  173.33 lb.-ft. @ 1800 rpm.,"Front, Transverse",,1991 cm3 121.5 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1388 kg  3060.02 lbs.,1880 kg  4144.69 lbs.,492 kg  1084.67 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4495 mm  176.97 in.,1720 mm  67.72 in.,1425 mm  56.1 in.,2610 mm  102.76 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,,1485 mm  58.46 in.,1475 mm  58.07 in.,17.7,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,Inline,Diesel Commonrail,OHC,,5,Wishbone,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,,,415 l  14.66 cu. ft.,1222 l  43.15 cu. ft.,,11.7 sec,11.7 sec,11.1 sec,,,,,,83 mm  3.27 in.,92 mm  3.62 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra III,2.0 (139 Hp) Automatic,2000 year,2003 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),187 km/h  116.2 mph,"9.3 kg/Hp, 107.5 Hp/tonne","7.1 kg/Nm, 140.8 Nm/tonne",Engine specs,139 Hp @ 6000 rpm.,70.4 Hp/l,182 Nm @ 4900 rpm.  134.24 lb.-ft. @ 4900 rpm.,"Front, Transverse",,1975 cm3 120.52 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1293 kg  2850.58 lbs.,1780 kg  3924.23 lbs.,487 kg  1073.65 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4495 mm  176.97 in.,1720 mm  67.72 in.,1425 mm  56.1 in.,2610 mm  102.76 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,15,1485 mm  58.46 in.,1475 mm  58.07 in.,10.3,9.6 l/100 km  24.5 US mpg29.43 UK mpg10.42 km/l,Inline,Multi-point indirect injection,DOHC,,,Wishbone,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,13.7 l/100 km  17.17 US mpg20.62 UK mpg7.3 km/l,8.3 l/100 km  28.34 US mpg34.03 UK mpg12.05 km/l,,,415 l  14.66 cu. ft.,1222 l  43.15 cu. ft.,,11.2 sec,11.2 sec,10.6 sec,,,,,,82 mm  3.23 in.,93.5 mm  3.68 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra III,2.0 (139 Hp),2000 year,2003 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),202 km/h  125.52 mph,"9.3 kg/Hp, 107.5 Hp/tonne","7.1 kg/Nm, 140.8 Nm/tonne",Engine specs,139 Hp @ 6000 rpm.,70.4 Hp/l,182 Nm @ 4900 rpm.  134.24 lb.-ft. @ 4900 rpm.,"Front, Transverse",,1975 cm3 120.52 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1293 kg  2850.58 lbs.,1780 kg  3924.23 lbs.,487 kg  1073.65 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4495 mm  176.97 in.,1720 mm  67.72 in.,1425 mm  56.1 in.,2610 mm  102.76 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,,1485 mm  58.46 in.,1475 mm  58.07 in.,10.3,8.2 l/100 km  28.68 US mpg34.45 UK mpg12.2 km/l,Inline,Multi-point indirect injection,DOHC,,5,Wishbone,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,11.5 l/100 km  20.45 US mpg24.56 UK mpg8.7 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,,,415 l  14.66 cu. ft.,1222 l  43.15 cu. ft.,,9.1 sec,9.1 sec,8.6 sec,,,,,,82 mm  3.23 in.,93.5 mm  3.68 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra III,1.8 (132 Hp),2000 year,2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),199 km/h  123.65 mph,"9.8 kg/Hp, 102.3 Hp/tonne","7.8 kg/Nm, 128.7 Nm/tonne",Engine specs,132 Hp @ 6000 rpm.,73.5 Hp/l,166 Nm @ 5000 rpm.  122.44 lb.-ft. @ 5000 rpm.,"Front, Transverse",,1796 cm3 109.6 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1290 kg  2843.96 lbs.,1800 kg  3968.32 lbs.,510 kg  1124.36 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4495 mm  176.97 in.,1720 mm  67.72 in.,1425 mm  56.1 in.,2610 mm  102.76 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/65 R15,,1485 mm  58.46 in.,1475 mm  58.07 in.,10,,Inline,Multi-point indirect injection,DOHC,,5,Wishbone,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,11 l/100 km  21.38 US mpg25.68 UK mpg9.09 km/l,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,,,415 l  14.66 cu. ft.,,,9.7 sec,9.7 sec,9.2 sec,,,,,,82 mm  3.23 in.,85 mm  3.35 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra III,1.6 (107 Hp) Automatic,2001 year,2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),195 km/h  121.17 mph,"11.7 kg/Hp, 85.4 Hp/tonne","8.6 kg/Nm, 116.5 Nm/tonne",Engine specs,107 Hp @ 5800 rpm.,66.9 Hp/l,146 Nm @ 3000 rpm.  107.68 lb.-ft. @ 3000 rpm.,"Front, Transverse",,1599 cm3 97.58 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1253 kg  2762.39 lbs.,1740 kg  3836.04 lbs.,487 kg  1073.65 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4495 mm  176.97 in.,1720 mm  67.72 in.,1425 mm  56.1 in.,2610 mm  102.76 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/65 R15,15,1485 mm  58.46 in.,1485 mm  58.46 in.,10,7.5 l/100 km  31.36 US mpg37.66 UK mpg13.33 km/l,Inline,Multi-point indirect injection,DOHC,,,McPherson,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,,,415 l  14.66 cu. ft.,1222 l  43.15 cu. ft.,,10.8 sec,10.8 sec,10.3 sec,,,,,,77.4 mm  3.05 in.,85 mm  3.35 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
